"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000143847",15.4068863206434,-2.62310283092274,0.734033938724746,-3.57354434521096,0.000352181566815217,0.0153044990821789
"ENSG00000173641",62.2571714778788,-3.96591708146452,0.810237850021279,-4.89475662160237,9.84274620456848e-07,0.00028731533307713
"ENSG00000162616",1907.16782593412,-1.79868734344765,0.441669097842454,-4.07247722839158,4.65157491371228e-05,0.00449778221812767
"ENSG00000162433",264.411382959345,-2.62286049646779,0.479298276381159,-5.47229277824897,4.44250086288882e-08,3.39305700126113e-05
"ENSG00000117394",432.38125710544,-1.49509404795463,0.363876432422998,-4.10879604924952,3.97727118193622e-05,0.0039276839395915
"ENSG00000123689",27.0096087275071,-3.57919494347833,1.0411029744675,-3.43788753971145,0.000586271129996243,0.0199633233730454
"ENSG00000198715",104.234720294918,-1.15731682751247,0.363946948916374,-3.17990528827979,0.00147323194898328,0.0326614568924694
"ENSG00000117758",820.582009918883,-1.13147537388379,0.193002682459476,-5.86248522282251,4.55990202753808e-09,6.41329493345833e-06
"ENSG00000116285",458.333581264912,-1.77685296834058,0.425481197463686,-4.17610220835253,2.96546616688988e-05,0.00316405014261748
"ENSG00000163346",340.598366187292,-1.32539392205454,0.403293851695007,-3.28642233568409,0.0010146875028154,0.0268345818052258
"ENSG00000159348",196.79856441811,-1.37792025813928,0.334034040867755,-4.12508933089488,3.70590888426043e-05,0.00372299456807747
"ENSG00000179163",76.2036128771296,-2.55468336730952,0.77004036243891,-3.31759670261725,0.00090795479592095,0.0256800158093108
"ENSG00000079739",158.172477137941,-1.16872901827753,0.299295691396876,-3.90493098254381,9.42522802415696e-05,0.00662807739826056
"ENSG00000168528",173.041954292157,-2.00209838634954,0.299761772660169,-6.67896499471017,2.40635626946588e-11,9.30718446122666e-08
"ENSG00000153029",146.506953577406,-1.67336626170118,0.438084781253295,-3.81973155267782,0.000133596993069287,0.00816948252875469
"ENSG00000001461",487.831218833691,-1.03911714842387,0.343328040193186,-3.02660146208616,0.00247319802854978,0.0438794113528597
"ENSG00000163393",59.0848859316527,-1.8229810715561,0.531229225977253,-3.43162797227981,0.000599969984485298,0.0201785557173305
"ENSG00000060642",129.895508921794,-1.70792687592736,0.485138696901559,-3.52049194763353,0.000430747071558562,0.0167439395579963
"ENSG00000213626",182.147324192826,-1.65075400871816,0.513154178619136,-3.21687726125553,0.00129594027020306,0.0309918963466117
"ENSG00000119866",35.1582984885729,-2.70989377557746,0.62560837407258,-4.33161365462008,1.48020506503051e-05,0.00203229387598118
"ENSG00000115009",26.8035748281367,-2.17986149800112,0.523976068175511,-4.16023103038162,3.17925830583647e-05,0.00334600715983646
